CustomerID,Gender,Age,Tenure,ServiceType,MonthlyCharges,Contract,PaperlessBilling,PaymentMethod,OnlineSecurity,TechSupport,StreamingTV,StreamingMovies,TotalCharges,Churn
486,Male,22,44,Phone,47.566532791988564,One year,Yes,Electronic check,No,Yes,Yes,Yes,2174.769764828054,No
487,Male,35,48,Internet,43.958003924390916,Month-to-month,Yes,Bank transfer,Yes,No,No,Yes,2126.0969370179077,Yes
488,Male,21,59,Phone,93.42962025844497,Two year,Yes,Electronic check,Yes,No,Yes,No,5591.634149397709,No
489,Female,55,28,Both,91.6975072981546,Two year,Yes,Mailed check,No,Yes,Yes,No,2666.210788031061,No
490,Female,48,7,Internet,78.44829937642723,One year,No,Electronic check,No,No,No,No,597.2756795342592,Yes
491,Female,41,8,Phone,29.133379816877518,Two year,No,Mailed check,Yes,No,Yes,No,280.3106668194532,Yes
492,Female,47,54,Both,76.6261854280033,Two year,No,Credit card,Yes,No,No,No,4235.78364471012,Yes
493,Female,56,27,Phone,27.923702594059776,Two year,Yes,Credit card,No,No,Yes,Yes,771.3768026012034,No
494,Male,48,38,Both,21.81730192762378,Two year,No,Credit card,No,No,Yes,Yes,887.0725451050195,No
495,Female,29,50,Internet,55.25961151376558,Month-to-month,Yes,Bank transfer,No,No,No,No,2817.145532341999,No
496,Male,20,21,Internet,44.05449190638994,Two year,No,Mailed check,Yes,No,Yes,No,966.7793921807281,No
497,Female,47,57,Phone,79.46476814330425,One year,Yes,Credit card,Yes,Yes,Yes,No,4551.992553497081,Yes
498,Male,25,62,Internet,112.86424880696137,One year,Yes,Bank transfer,No,Yes,No,No,7019.850397214015,No
499,Female,69,56,Phone,91.98520277711921,Two year,Yes,Bank transfer,Yes,Yes,No,No,5217.976141556551,No
500,Male,27,24,Phone,96.7360861970987,Two year,No,Mailed check,No,No,Yes,No,2369.7578160220514,No
501,Female,41,58,Internet,115.08931103706227,Two year,Yes,Electronic check,Yes,No,No,No,6679.446533632842,No
502,Female,18,10,Phone,83.40910808965677,Two year,Yes,Credit card,No,Yes,No,Yes,874.7634554042755,Yes
503,Male,66,1,Phone,77.77309414098256,Two year,Yes,Credit card,No,No,Yes,Yes,142.305112508455,No
504,Male,35,20,Internet,80.18679759527085,Month-to-month,No,Electronic check,No,No,Yes,No,1675.7425623269307,No
505,Male,58,51,Both,106.58052565674659,One year,No,Electronic check,No,Yes,No,No,5476.161788897645,No
506,Female,69,39,Phone,58.809903520698505,One year,No,Electronic check,Yes,Yes,Yes,No,2347.9640315805773,No
507,Female,39,68,Phone,99.5336225388004,Month-to-month,Yes,Electronic check,No,No,No,No,6812.332197608502,No
508,Female,48,31,Phone,85.22569349771614,Month-to-month,Yes,Credit card,Yes,Yes,No,No,2645.1374239315564,No
509,Male,44,38,Internet,50.45715507819634,Month-to-month,Yes,Mailed check,Yes,No,Yes,No,1968.7957070992459,No
510,Male,33,57,Both,21.368841098409167,One year,Yes,Bank transfer,Yes,Yes,No,Yes,1273.415012633287,No
511,Female,66,6,Internet,40.991999008692,One year,Yes,Electronic check,No,Yes,No,Yes,298.32595288108865,No
512,Male,35,60,Internet,89.99887646268611,Two year,No,Credit card,Yes,Yes,Yes,No,5486.685698055385,No
513,Male,28,62,Internet,77.96903097452349,Month-to-month,Yes,Credit card,No,No,Yes,No,4911.898205088416,Yes
514,Female,35,32,Both,47.45946998202861,One year,Yes,Credit card,No,Yes,Yes,No,1557.9639208203964,No
515,Male,21,71,Internet,63.430247140102395,One year,No,Bank transfer,Yes,No,No,No,4547.534984560548,No
516,Male,57,18,Internet,86.1148765581413,Two year,No,Electronic check,Yes,Yes,Yes,Yes,1591.7925458278003,No
517,Male,27,32,Internet,32.708614048989695,Two year,Yes,Electronic check,No,No,Yes,Yes,1084.955701497869,No
518,Female,47,32,Both,63.22795808512164,One year,Yes,Electronic check,Yes,No,Yes,Yes,2101.0447499791453,Yes
519,Male,21,40,Both,61.66242149819794,Month-to-month,Yes,Mailed check,Yes,Yes,Yes,No,2555.7455385647254,No
520,Female,25,51,Both,74.26010201202405,Two year,No,Bank transfer,Yes,No,Yes,Yes,3881.006019329545,No
521,Male,34,39,Both,72.19136802184951,One year,No,Credit card,Yes,Yes,No,No,2863.436389666433,No
522,Female,52,69,Internet,56.77266850678495,Two year,No,Mailed check,No,No,No,Yes,3950.7581220572106,No
523,Male,22,40,Both,96.27336288125463,Month-to-month,No,Bank transfer,Yes,Yes,No,Yes,3940.0180051210973,No
524,Female,44,14,Phone,26.722903999121378,One year,Yes,Electronic check,Yes,Yes,Yes,Yes,456.9598656019166,No
525,Female,54,36,Internet,23.553847253434604,Month-to-month,No,Electronic check,Yes,No,No,No,889.9342125124223,Yes
526,Male,24,12,Phone,62.02593395983754,Two year,No,Credit card,No,Yes,Yes,No,765.8131033217736,No
527,Male,50,55,Both,109.66942501708142,Month-to-month,Yes,Electronic check,Yes,No,No,Yes,6076.329443815671,No
528,Female,35,37,Phone,47.75693505296691,Month-to-month,No,Credit card,No,No,Yes,Yes,1852.7893382873474,Yes
529,Male,55,52,Internet,37.230932469765314,Two year,No,Mailed check,No,Yes,No,Yes,2029.49399067871,No
530,Female,45,35,Internet,112.82083943293762,Month-to-month,Yes,Bank transfer,No,No,Yes,Yes,4010.647718873412,No
531,Male,69,59,Internet,36.822325458257026,One year,Yes,Bank transfer,Yes,No,No,No,2266.6201400380482,No
532,Female,32,29,Phone,57.484053671352555,Two year,Yes,Bank transfer,No,No,Yes,Yes,1719.0842057034274,No
533,Male,40,10,Internet,92.90155103364921,Month-to-month,No,Mailed check,No,Yes,No,Yes,1024.09696458351,No
534,Male,49,9,Internet,46.092400847760175,Month-to-month,No,Bank transfer,No,No,Yes,No,489.49515479532647,No
535,Male,26,18,Phone,42.98495277936813,Two year,No,Credit card,Yes,No,No,Yes,841.34790501506,Yes
536,Male,47,26,Both,59.76672339315541,Month-to-month,Yes,Bank transfer,Yes,No,Yes,No,1602.3146749000327,No
537,Female,46,60,Internet,98.73648145968252,One year,No,Credit card,No,Yes,No,Yes,5975.294534375072,No
538,Female,49,60,Both,111.09833531625064,Two year,Yes,Mailed check,Yes,Yes,No,Yes,6675.151362616814,No
539,Male,52,59,Both,23.129252790977375,One year,Yes,Mailed check,Yes,No,Yes,Yes,1414.797765679154,No
540,Female,35,19,Internet,36.510812737192026,One year,No,Bank transfer,Yes,Yes,Yes,No,699.0045143214588,No
541,Male,46,13,Phone,115.86012891469076,One year,No,Bank transfer,Yes,Yes,No,Yes,1544.828886481944,No
542,Female,65,2,Both,79.27912915489684,Two year,No,Mailed check,No,Yes,No,No,255.10537864067578,No
543,Female,34,28,Phone,75.14102691538197,Two year,Yes,Mailed check,Yes,No,Yes,No,2198.585085419223,No
544,Male,26,11,Internet,101.35436792839947,One year,No,Mailed check,No,Yes,No,No,1207.344591856412,No
545,Female,62,68,Internet,23.97832980284448,Two year,No,Mailed check,Yes,No,No,No,1645.9823778542686,Yes
546,Male,25,62,Internet,21.383625117297484,One year,Yes,Mailed check,No,Yes,No,Yes,1377.2421802971246,No
547,Male,30,17,Internet,116.74940497015918,One year,Yes,Credit card,No,Yes,Yes,No,2010.5124963325216,No
548,Male,50,28,Internet,102.85706855726811,Month-to-month,Yes,Mailed check,No,Yes,Yes,Yes,2935.1725650337676,No
549,Male,38,7,Internet,94.73817815582686,One year,No,Credit card,No,Yes,Yes,Yes,675.8944342152581,No
550,Male,61,1,Phone,35.57007701448667,Two year,Yes,Credit card,Yes,No,No,Yes,95.10229151854334,No
551,Female,29,8,Internet,67.660392304326,One year,No,Electronic check,Yes,Yes,No,Yes,580.6666277960596,No
552,Female,47,26,Both,113.72935385658475,One year,Yes,Bank transfer,No,Yes,No,Yes,3002.6277528706237,No
553,Male,58,68,Both,113.35995956239546,Month-to-month,Yes,Bank transfer,Yes,No,Yes,Yes,7781.279880322338,No
554,Male,18,60,Internet,20.92471069795288,One year,Yes,Bank transfer,Yes,Yes,No,No,1337.5501090300322,Yes
555,Male,38,37,Phone,95.24914090061574,One year,No,Mailed check,No,No,Yes,No,3579.23011470483,No
556,Male,63,45,Internet,20.623776644671036,Month-to-month,Yes,Electronic check,No,No,Yes,Yes,1021.9388301535248,No
557,Female,46,39,Internet,118.43017276705565,Month-to-month,No,Bank transfer,Yes,Yes,Yes,No,4644.157288940812,No
558,Female,31,43,Internet,61.696720199569846,Two year,No,Electronic check,No,Yes,No,No,2752.721427655916,No
559,Male,55,37,Internet,117.35187579800997,One year,No,Electronic check,Yes,No,No,Yes,4411.311200200524,Yes
560,Male,65,69,Phone,56.774680903063754,One year,Yes,Mailed check,No,Yes,No,No,3926.764572572354,Yes
561,Female,57,14,Both,49.31872905734214,Month-to-month,No,Bank transfer,No,No,No,Yes,701.5459720599837,No
562,Male,68,14,Both,51.62919638346049,Two year,Yes,Credit card,No,No,No,No,739.9243997514989,Yes
563,Female,22,42,Both,93.067906663859,One year,Yes,Credit card,Yes,Yes,No,No,3994.6066903738033,No
564,Female,64,7,Both,39.9672833930197,One year,No,Electronic check,Yes,Yes,No,No,358.5996995939006,No
565,Female,30,13,Both,106.40576917926506,Month-to-month,Yes,Mailed check,No,Yes,Yes,No,1440.7207802951375,Yes
566,Female,55,4,Both,79.05726936267423,Month-to-month,No,Credit card,No,Yes,Yes,Yes,335.5789643249339,Yes
567,Female,66,17,Phone,116.99110259492697,Month-to-month,No,Credit card,Yes,No,No,No,2058.2606642117535,No
568,Female,22,6,Internet,118.70849034861486,One year,Yes,Bank transfer,Yes,Yes,No,Yes,796.487321118396,No
569,Female,59,41,Phone,38.51820013021454,One year,Yes,Mailed check,No,No,Yes,No,1630.0120091434758,No
570,Female,54,56,Phone,115.57820535760177,Two year,Yes,Electronic check,Yes,Yes,Yes,Yes,6541.88891707884,No
571,Female,34,30,Phone,24.653848637918365,Month-to-month,Yes,Credit card,Yes,Yes,Yes,Yes,750.9087086264096,Yes
572,Female,36,54,Phone,22.786372412310566,Month-to-month,Yes,Bank transfer,Yes,No,No,Yes,1304.0177657964682,No
573,Female,55,23,Phone,114.38645773285519,Month-to-month,No,Bank transfer,Yes,No,Yes,No,2729.52443072431,Yes
574,Male,48,24,Phone,116.23967374499934,One year,No,Bank transfer,Yes,Yes,Yes,No,2814.738282746454,No
575,Male,64,37,Internet,34.72476726719897,Two year,Yes,Bank transfer,No,No,No,No,1358.3535090715645,No
576,Female,53,60,Phone,64.24158153889981,Two year,No,Bank transfer,No,Yes,No,Yes,3948.0702328838815,No
577,Female,66,35,Phone,69.40925279881824,Month-to-month,No,Mailed check,Yes,No,Yes,No,2454.208518382268,Yes
578,Female,18,71,Both,106.02812365183044,One year,Yes,Bank transfer,Yes,Yes,No,Yes,7586.380732869823,No
579,Female,67,7,Both,82.7917243196169,Month-to-month,No,Mailed check,Yes,Yes,Yes,Yes,659.1837543517706,No
580,Male,27,18,Internet,97.45664242016154,Month-to-month,No,Bank transfer,No,No,Yes,Yes,1768.0548559109388,No
581,Male,68,49,Phone,68.5096845431291,Two year,No,Electronic check,Yes,Yes,No,No,3372.1190102271744,No
582,Female,51,38,Both,84.84137022418282,Two year,No,Mailed check,No,No,Yes,No,3254.6600158397664,No
583,Male,66,1,Phone,93.54093600258587,One year,No,Electronic check,No,No,No,Yes,154.34172032372695,Yes
584,Male,67,5,Both,93.78812839173014,Month-to-month,No,Credit card,No,Yes,No,Yes,529.0632965512592,No
585,Female,30,61,Both,20.173782678467237,Month-to-month,No,Mailed check,Yes,No,No,Yes,1261.6193002201953,No
586,Male,24,11,Both,29.99080737300606,One year,No,Bank transfer,Yes,No,Yes,Yes,410.39865585315977,Yes
587,Female,69,30,Both,56.3660441104416,Month-to-month,No,Bank transfer,No,No,Yes,No,1716.3981962454723,No
588,Male,54,14,Phone,26.11974471035418,One year,No,Mailed check,No,Yes,No,No,379.03392728806375,No
589,Female,53,20,Internet,58.2989702367717,One year,No,Credit card,Yes,No,No,No,1205.5691061338812,No
590,Male,56,42,Both,58.95668484721922,One year,No,Bank transfer,Yes,Yes,Yes,Yes,2555.5785429778834,Yes
591,Male,54,45,Both,112.02335372777397,Two year,Yes,Mailed check,No,No,Yes,No,5099.741761551383,No
592,Female,48,52,Internet,76.70718548946908,Month-to-month,Yes,Mailed check,Yes,No,Yes,Yes,4038.1346575699567,No
593,Male,68,17,Phone,90.63512805336583,Two year,Yes,Bank transfer,No,Yes,Yes,No,1602.027898619833,No
594,Male,37,38,Both,108.71986820862284,Two year,No,Bank transfer,No,No,Yes,Yes,4219.762670278608,Yes
595,Male,56,15,Internet,64.21293206493173,One year,No,Credit card,No,Yes,Yes,No,1012.2648396329266,Yes
596,Male,62,37,Phone,20.19621445973822,One year,Yes,Bank transfer,Yes,No,Yes,Yes,760.5642234771698,Yes
597,Male,53,5,Phone,48.533602462541374,Month-to-month,No,Mailed check,No,Yes,No,No,301.0378116193264,No
598,Female,32,48,Phone,101.4158700037487,One year,No,Electronic check,Yes,Yes,No,No,4927.758336114996,No
599,Male,47,1,Phone,110.18411698000747,Month-to-month,Yes,Mailed check,No,No,No,No,138.73973081668345,No
600,Female,69,50,Phone,55.150958111822106,Month-to-month,No,Mailed check,Yes,Yes,Yes,Yes,2776.974485270703,No
601,Male,35,38,Both,49.39912529790484,Month-to-month,No,Credit card,No,Yes,Yes,Yes,1916.092544418668,Yes
602,Male,21,45,Both,112.45052110687334,Month-to-month,No,Bank transfer,Yes,No,Yes,No,5112.911905865558,No
603,Female,47,70,Phone,55.107373598278,Month-to-month,No,Bank transfer,No,Yes,No,Yes,3917.0042182500483,No
604,Female,45,17,Internet,85.22451880766583,One year,No,Credit card,No,Yes,Yes,Yes,1487.231799843306,No
605,Female,21,17,Phone,48.030923505056336,Two year,Yes,Bank transfer,No,Yes,No,No,836.7739909983967,No
606,Female,51,11,Both,29.791879879074152,Month-to-month,No,Electronic check,Yes,Yes,Yes,Yes,414.59744933716206,No
607,Male,69,6,Internet,70.12363117860134,Two year,No,Electronic check,Yes,No,No,Yes,464.2287563184791,No
608,Male,45,24,Both,112.32318371181675,Month-to-month,No,Mailed check,Yes,Yes,No,Yes,2780.4553760193703,No
609,Female,54,48,Both,81.8640753927305,Two year,No,Mailed check,No,Yes,No,No,4014.0153278051716,No
610,Male,39,68,Internet,40.88266247837343,Two year,No,Mailed check,No,No,Yes,No,2836.108528863505,Yes
611,Female,57,39,Phone,88.24295733676131,Month-to-month,No,Credit card,Yes,No,No,No,3519.2285700407865,No
612,Female,60,19,Phone,96.83611440976325,One year,No,Electronic check,Yes,Yes,Yes,Yes,1892.6855361530554,No
613,Female,28,32,Both,52.07605619149588,One year,Yes,Electronic check,Yes,No,Yes,Yes,1751.108544096968,No
614,Female,47,43,Internet,75.92094014310385,One year,No,Mailed check,No,Yes,No,No,3316.4747787017936,No
615,Male,67,48,Internet,88.19531314673225,One year,Yes,Credit card,Yes,Yes,No,No,4239.798602828419,No
616,Male,47,22,Both,36.035314538048816,Two year,Yes,Mailed check,Yes,Yes,Yes,No,843.753737455288,No
617,Female,42,56,Internet,116.41009397724625,Month-to-month,Yes,Bank transfer,No,Yes,Yes,No,6606.549854263629,No
618,Male,68,32,Both,65.12519614498419,Month-to-month,Yes,Electronic check,No,No,Yes,Yes,2129.4478776105666,No
619,Male,34,67,Internet,117.96643904720663,One year,Yes,Mailed check,No,Yes,Yes,Yes,7983.38358669976,No
620,Female,18,20,Phone,38.95738658444951,Month-to-month,No,Credit card,Yes,No,Yes,No,779.7927576321439,No
621,Female,54,32,Both,68.37735463096445,Month-to-month,No,Mailed check,No,No,No,No,2282.9249999966787,No
622,Female,52,20,Internet,36.58536536758377,Month-to-month,Yes,Electronic check,No,No,No,No,808.3449134443858,No
623,Male,31,40,Internet,21.01808223839387,Two year,No,Bank transfer,No,Yes,Yes,Yes,852.5215850619924,No
624,Male,19,40,Internet,43.78751725752028,Month-to-month,Yes,Bank transfer,Yes,Yes,Yes,Yes,1819.3167293341508,No
625,Male,20,62,Both,60.31873370680834,Month-to-month,Yes,Electronic check,Yes,No,No,Yes,3754.709606274256,No
626,Female,20,45,Internet,63.11307377242357,One year,Yes,Mailed check,No,No,No,No,2920.8802771044534,No
627,Female,37,55,Internet,108.65051551042046,Two year,No,Electronic check,No,No,No,Yes,5982.801773487235,No
628,Male,30,63,Internet,83.5677263880842,Two year,No,Credit card,No,Yes,No,Yes,5284.066185915269,No
629,Female,48,17,Both,63.444165521853016,Month-to-month,Yes,Credit card,Yes,No,No,Yes,1133.2460702058024,Yes
630,Male,57,7,Both,118.79976996098128,Month-to-month,Yes,Mailed check,Yes,Yes,Yes,Yes,869.7044249905615,No
631,Male,39,69,Phone,81.42243316266857,Two year,No,Electronic check,Yes,Yes,No,No,5653.696861667808,No
632,Male,31,46,Both,52.26629649849716,Month-to-month,Yes,Credit card,No,Yes,Yes,No,2439.1180332463136,No
633,Female,67,31,Both,89.13108812107947,Month-to-month,Yes,Bank transfer,Yes,Yes,No,Yes,2770.1725504380215,No
634,Female,44,54,Both,69.56999226830051,One year,Yes,Mailed check,Yes,No,No,No,3772.5226931414973,No
635,Male,69,34,Phone,108.11676940681721,Two year,Yes,Credit card,Yes,Yes,Yes,No,3716.230586942163,Yes
636,Female,30,19,Phone,109.65112620633212,One year,No,Mailed check,No,No,No,No,2133.018078118263,No
637,Male,67,7,Internet,56.73504001211696,One year,Yes,Bank transfer,Yes,Yes,No,Yes,400.90801230260166,No
638,Female,18,3,Both,76.2339050860144,One year,No,Bank transfer,No,No,Yes,Yes,317.02796245297964,No
639,Male,19,27,Internet,46.577344404630544,Two year,Yes,Bank transfer,No,Yes,No,Yes,1307.2080970562806,No
640,Male,54,26,Internet,82.66367517425499,Month-to-month,No,Mailed check,Yes,No,Yes,No,2151.6372972190347,No
641,Female,28,14,Internet,119.23469623196748,One year,Yes,Bank transfer,No,No,Yes,Yes,1724.0769197976424,No
642,Male,60,64,Both,103.25885178221839,Month-to-month,No,Credit card,Yes,No,Yes,No,6680.659859884243,No
643,Male,50,63,Both,56.64099003028253,One year,Yes,Bank transfer,Yes,No,Yes,No,3597.909148384857,No
644,Male,46,58,Phone,29.53803519934925,Month-to-month,Yes,Credit card,No,Yes,Yes,Yes,1795.0231818711868,No
645,Male,20,38,Phone,116.66819873735142,One year,Yes,Mailed check,No,No,No,No,4511.29730636036,Yes
646,Male,46,46,Internet,58.958477867772025,Month-to-month,No,Bank transfer,No,Yes,No,Yes,2800.6525392995886,No
647,Female,19,22,Internet,49.33808932668151,Month-to-month,Yes,Electronic check,No,Yes,Yes,No,1142.3890586389218,No
648,Female,31,70,Both,51.633539290556755,One year,No,Credit card,Yes,No,No,Yes,3651.36150101677,No
649,Female,37,50,Phone,68.99233666388467,Month-to-month,Yes,Credit card,No,No,Yes,No,3483.2921805181577,Yes
650,Female,65,26,Internet,115.67513987490005,One year,No,Electronic check,No,No,Yes,No,3010.0988671107307,No
651,Female,35,13,Internet,118.66223213334914,One year,No,Credit card,No,Yes,Yes,No,1543.707713384709,No
652,Female,54,53,Phone,49.612672735239556,Two year,No,Electronic check,Yes,No,No,Yes,2633.979583399121,No
653,Female,25,71,Both,55.14687077474851,One year,Yes,Credit card,No,No,No,Yes,3943.8667275450875,Yes
654,Female,24,48,Internet,71.1806560066037,Month-to-month,No,Bank transfer,No,No,No,No,3494.968022786811,No
655,Male,27,11,Both,20.818728862973593,Month-to-month,Yes,Mailed check,No,Yes,Yes,Yes,237.81693032964205,No
656,Male,33,17,Internet,37.483656324410916,Two year,No,Bank transfer,No,No,Yes,No,673.826803020652,Yes
657,Male,36,39,Both,113.60590205048064,Two year,Yes,Credit card,No,Yes,Yes,No,4481.8794964180615,No
658,Male,47,49,Internet,22.94352370613612,One year,No,Electronic check,Yes,Yes,No,Yes,1155.3937929463145,Yes
659,Female,60,61,Internet,30.09762797205438,Month-to-month,No,Bank transfer,No,No,No,Yes,1862.1539458455652,No
660,Female,36,7,Internet,62.064701703371874,Two year,No,Bank transfer,No,No,Yes,Yes,457.77515249457565,No
661,Female,20,71,Both,93.1450249159012,Month-to-month,No,Mailed check,No,Yes,No,No,6702.340444836748,No
662,Female,47,2,Phone,46.887823039034856,Two year,Yes,Electronic check,No,No,Yes,No,122.01508218776077,No
663,Male,35,64,Both,50.59655905538909,Month-to-month,No,Electronic check,No,No,Yes,Yes,3293.0876405821605,No
664,Female,53,66,Both,50.547298012438674,Month-to-month,Yes,Electronic check,Yes,Yes,No,No,3353.742463652256,Yes
665,Male,37,22,Both,107.26019267536064,Two year,No,Credit card,Yes,Yes,Yes,Yes,2410.9133263136778,No
666,Male,34,47,Internet,42.60976062274179,Month-to-month,Yes,Bank transfer,No,No,No,Yes,2085.3263863202187,No
667,Female,41,1,Internet,76.24018260131903,One year,Yes,Electronic check,No,Yes,No,Yes,106.88108191236188,No
668,Female,30,37,Both,119.99311470188161,One year,Yes,Bank transfer,Yes,No,No,No,4442.026390271103,No
669,Female,53,27,Both,92.84654948930182,Month-to-month,No,Electronic check,No,Yes,Yes,No,2559.684751002603,No
670,Male,63,21,Internet,53.635065529692596,One year,No,Mailed check,No,Yes,No,No,1204.3236879443273,No
671,Female,20,35,Phone,96.54589703324095,Month-to-month,Yes,Electronic check,No,No,Yes,Yes,3464.1052722556974,Yes
672,Female,38,62,Internet,115.39157073856089,One year,No,Electronic check,Yes,No,Yes,No,7215.966887016192,No
673,Female,21,31,Internet,57.35378071525843,Two year,Yes,Mailed check,Yes,Yes,No,No,1810.1047104456732,No
674,Male,35,28,Both,90.80112400693307,Month-to-month,Yes,Bank transfer,No,No,Yes,No,2615.5549761207735,No
675,Female,62,53,Both,27.580426311938915,Month-to-month,No,Electronic check,No,No,No,No,1560.9741633426156,No
676,Female,56,24,Internet,109.52968367541418,One year,No,Electronic check,Yes,Yes,Yes,Yes,2681.2485919104197,No
677,Female,60,63,Both,29.6256724624312,Two year,Yes,Mailed check,Yes,Yes,Yes,Yes,1871.5641589539525,No
678,Female,28,49,Internet,57.292509626159465,Month-to-month,Yes,Credit card,No,Yes,Yes,No,2895.2824399206984,Yes
679,Female,55,60,Phone,74.25058428622357,Two year,No,Credit card,Yes,No,Yes,Yes,4503.169741391853,Yes
680,Male,60,44,Both,46.35776424502188,Month-to-month,No,Mailed check,Yes,Yes,Yes,No,2044.1770561697226,Yes
681,Male,58,43,Phone,84.92693259871776,One year,Yes,Bank transfer,No,No,Yes,No,3732.329299410979,Yes
682,Female,65,14,Internet,75.44287273924115,One year,Yes,Mailed check,No,No,No,No,1097.5340552255482,No
683,Male,45,10,Phone,91.71852402981061,Two year,No,Electronic check,No,No,No,Yes,975.9337045070791,No
684,Male,22,28,Both,55.41393651221608,One year,No,Electronic check,Yes,Yes,No,Yes,1567.9284723674627,No
685,Male,69,35,Phone,74.60138896526735,Two year,No,Bank transfer,Yes,Yes,No,Yes,2656.8601171848745,No
686,Female,40,71,Both,101.2185400181229,One year,Yes,Mailed check,No,No,No,No,7210.5745799343995,No
687,Male,55,42,Phone,101.06963460014556,Two year,Yes,Bank transfer,Yes,Yes,Yes,Yes,4274.695516951344,No
688,Female,53,38,Both,91.42399748518815,One year,Yes,Mailed check,No,Yes,No,No,3477.952148291155,No
689,Male,48,7,Internet,74.19358896149794,Two year,No,Electronic check,No,Yes,No,Yes,617.685828546058,No
690,Female,25,59,Phone,87.32611007744953,One year,Yes,Electronic check,Yes,Yes,No,Yes,5196.400450498287,No
691,Male,42,4,Phone,28.688029011205078,Two year,No,Bank transfer,Yes,Yes,No,No,205.14095703324557,No
692,Female,42,12,Phone,67.13172007107326,Month-to-month,No,Mailed check,Yes,Yes,Yes,Yes,837.4761399542024,No
693,Female,65,30,Both,106.0143500304649,Two year,No,Electronic check,No,Yes,Yes,No,3242.734392915713,No
694,Male,33,27,Phone,80.73648217266424,One year,No,Electronic check,Yes,No,No,No,2230.5202173106095,No
695,Female,28,36,Phone,114.168310582509,One year,Yes,Mailed check,No,Yes,Yes,Yes,4208.038285074263,Yes
696,Male,37,53,Both,46.217852129408094,Month-to-month,Yes,Bank transfer,No,Yes,No,Yes,2479.0471640261844,No
697,Male,31,18,Both,29.630180211077544,One year,Yes,Bank transfer,No,Yes,Yes,No,624.5426432552017,No
698,Male,57,11,Phone,82.66134356038866,Month-to-month,Yes,Bank transfer,No,Yes,No,No,1005.6517799512014,Yes
699,Female,55,61,Phone,29.09259298203804,Two year,No,Credit card,No,Yes,Yes,Yes,1853.4898884883958,No
700,Male,57,26,Both,98.21353634244159,One year,No,Bank transfer,No,No,No,No,2596.362820507537,No
701,Female,36,27,Phone,45.67424081490572,Month-to-month,Yes,Bank transfer,Yes,Yes,Yes,Yes,1316.6227322146217,No
702,Male,25,52,Phone,73.87518584436566,Month-to-month,Yes,Electronic check,No,No,No,Yes,3866.962865640601,No
703,Female,42,28,Internet,101.13770403016125,One year,Yes,Mailed check,Yes,Yes,No,Yes,2903.193149921983,No
704,Female,50,5,Internet,98.80353687003,Month-to-month,Yes,Bank transfer,No,No,Yes,No,567.3362337407992,No
705,Male,62,54,Phone,69.59750270792085,Month-to-month,Yes,Credit card,Yes,No,No,Yes,3815.9421389629165,No
706,Female,57,24,Internet,117.58464133154727,Two year,No,Electronic check,Yes,Yes,No,Yes,2919.5503905105707,No
707,Female,58,23,Internet,69.76331570908407,Two year,No,Bank transfer,No,Yes,Yes,Yes,1636.4969215103538,No
708,Male,65,44,Both,47.87914166910554,Two year,No,Bank transfer,No,Yes,No,Yes,2146.185855034294,No
709,Female,54,7,Phone,50.24312445516868,Month-to-month,No,Credit card,Yes,No,No,Yes,368.18401230620236,No
710,Female,60,14,Phone,94.36427238772701,One year,Yes,Credit card,Yes,Yes,No,No,1392.295187768919,No
711,Female,34,18,Internet,63.71070388905937,Two year,Yes,Electronic check,No,Yes,No,Yes,1214.1338935132278,No
712,Female,44,41,Internet,61.878848478549024,One year,Yes,Credit card,Yes,No,Yes,No,2553.520059081143,Yes
713,Female,58,69,Phone,22.048659526993447,Two year,No,Bank transfer,No,No,Yes,No,1527.427465629166,Yes
714,Male,34,19,Both,50.52781604210493,Month-to-month,Yes,Mailed check,Yes,No,No,Yes,1043.983384385543,No
715,Male,64,3,Phone,106.03830798416068,Two year,Yes,Credit card,Yes,Yes,Yes,Yes,396.6852408292111,No
716,Female,50,28,Both,100.3504498227147,One year,No,Bank transfer,No,No,Yes,Yes,2853.8880696054125,Yes
717,Female,48,9,Phone,94.65108599826601,Month-to-month,No,Electronic check,Yes,Yes,No,No,927.9554857026835,No
718,Female,38,52,Phone,22.31283866757199,One year,Yes,Mailed check,No,No,Yes,Yes,1222.716424148657,Yes
719,Female,41,48,Both,22.69902914316932,Month-to-month,No,Electronic check,Yes,No,Yes,No,1179.8019848432489,No
720,Male,33,64,Both,51.146495939088254,One year,No,Bank transfer,Yes,No,Yes,No,3280.608513286482,No
721,Female,62,31,Both,67.44532722181333,Two year,Yes,Mailed check,No,Yes,Yes,Yes,2118.9688366093096,Yes
722,Male,37,14,Both,110.97412679862697,Month-to-month,Yes,Electronic check,Yes,No,Yes,No,1631.8063933585795,No
723,Male,52,47,Both,58.46298160055394,One year,No,Bank transfer,Yes,Yes,No,Yes,2828.952110239261,No
724,Female,45,15,Both,48.85250028628927,Month-to-month,No,Electronic check,Yes,No,Yes,Yes,827.4222440560023,No
725,Male,63,47,Both,77.11529683047127,One year,Yes,Credit card,Yes,No,No,Yes,3717.343536323896,Yes
726,Female,52,46,Internet,111.46942995496946,One year,No,Bank transfer,Yes,No,Yes,Yes,5136.602698013881,Yes
727,Male,35,5,Phone,93.86387114622501,Month-to-month,Yes,Mailed check,Yes,No,No,Yes,528.1939270752246,No
728,Female,41,11,Both,105.66662819793105,Two year,No,Bank transfer,Yes,No,Yes,Yes,1256.2280570577636,No
